年月日,営業日|店休日,家賃,固定人件費,損害保険,備品・消耗品仕入費,雑費・小口精算費,電気代,ガス代,水道代,通信費,広告宣伝費,クレジットカード手数料,食材仕入れ費,ドリンク仕入れ費,アルバイト人件費
2025-11-14,1,7333,11000,400,806,470,933,507,336,283,1400,1900,20570,26520,21650
2025-11-15,1,7333,11000,400,806,470,933,507,336,283,1400,1900,23190,29900,24410
2025-11-16,0,7333,11000,400,806,470,933,507,336,283,1400,1900,0,0,0
2025-11-17,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17840,23010,18780
2025-11-18,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17980,23180,18920
2025-11-19,1,7333,11000,400,806,470,933,507,336,283,1400,1900,18110,23360,19070
2025-11-20,1,7333,11000,400,806,470,933,507,336,283,1400,1900,18250,23530,19210
2025-11-21,1,7333,11000,400,806,470,933,507,336,283,1400,1900,20090,25900,21150
2025-11-22,1,7333,11000,400,806,470,933,507,336,283,1400,1900,22650,29210,23840
2025-11-23,0,7333,11000,400,806,470,933,507,336,283,1400,1900,0,0,0
2025-11-24,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17430,22480,18350
2025-11-25,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17570,22650,18490
2025-11-26,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17700,22830,18640
2025-11-27,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17840,23010,18780
2025-11-28,1,7333,11000,400,806,470,933,507,336,283,1400,1900,21210,27350,22330
2025-11-29,1,7333,11000,400,806,470,933,507,336,283,1400,1900,23910,30830,25170
2025-11-30,0,7343,11000,400,816,480,943,527,336,293,1400,1900,0,0,0
2025-12-01,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,19460,25090,20480
2025-12-02,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,19610,25290,20640
2025-12-03,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,19770,25490,20810
2025-12-04,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,19920,25690,20970
2025-12-05,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,23690,30550,24940
2025-12-06,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,26710,34440,28120
2025-12-07,0,7096,10709,387,793,476,1219,809,325,274,1987,1999,0,0,0
2025-12-08,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,20550,26490,21630
2025-12-09,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,20700,26690,21790
2025-12-10,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,20860,26890,21960
2025-12-11,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,19460,25090,20480
2025-12-12,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,23140,29840,24360
2025-12-13,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,26090,33640,27470
2025-12-14,0,7096,10709,387,793,476,1219,809,325,274,1987,1999,0,0,0
2025-12-15,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,20080,25890,21140
2025-12-16,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,20240,26090,21300
2025-12-17,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,20390,26290,21460
2025-12-18,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,20550,26490,21630
2025-12-19,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,24430,31500,25710
2025-12-20,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,27530,35500,28980
2025-12-21,0,7096,10709,387,793,476,1219,809,325,274,1987,1999,0,0,0
2025-12-22,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,19610,25290,20640
2025-12-23,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,19770,25490,20810
2025-12-24,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,19920,25690,20970
2025-12-25,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,20080,25890,21140
2025-12-26,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,23880,30790,25130
2025-12-27,1,7096,10709,387,793,476,1219,809,325,274,1987,1999,26910,34710,28330
2025-12-28,0,7096,10709,387,793,476,1219,809,325,274,1987,1999,0,0,0
2025-12-29,0,7096,10709,387,793,476,1219,809,325,274,1987,1999,0,0,0
2025-12-30,0,7096,10709,387,793,476,1219,809,325,274,1987,1999,0,0,0
2025-12-31,0,7120,10730,390,810,500,1230,820,330,280,1990,2000,0,0,0
