年月日,営業日|店休日,家賃,固定人件費,損害保険,備品・消耗品仕入費,雑費・小口精算費,電気代,ガス代,水道代,通信費,広告宣伝費,クレジットカード手数料,食材仕入れ費,ドリンク仕入れ費,アルバイト人件費
2024-11-16,1,7333,10000,366,720,420,833,453,300,266,1250,1586,18700,24110,19680
2024-11-17,0,7333,10000,366,720,420,833,453,300,266,1250,1586,0,0,0
2024-11-18,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14380,18540,15140
2024-11-19,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14490,18680,15250
2024-11-20,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14600,18820,15370
2024-11-21,1,7333,10000,366,720,420,833,453,300,266,1250,1586,13620,17560,14340
2024-11-22,1,7333,10000,366,720,420,833,453,300,266,1250,1586,16200,20890,17050
2024-11-23,1,7333,10000,366,720,420,833,453,300,266,1250,1586,18260,23550,19230
2024-11-24,0,7333,10000,366,720,420,833,453,300,266,1250,1586,0,0,0
2024-11-25,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14060,18120,14800
2024-11-26,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14160,18260,14910
2024-11-27,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14270,18400,15020
2024-11-28,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14380,18540,15140
2024-11-29,1,7333,10000,366,720,420,833,453,300,266,1250,1586,17100,22050,18000
2024-11-30,1,7343,10000,386,720,420,843,463,300,286,1250,1606,19270,24850,20290
2024-12-01,0,7096,9741,354,708,425,1088,722,290,258,1774,1600,0,0,0
2024-12-02,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,15690,20230,16520
2024-12-03,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,15810,20390,16650
2024-12-04,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,15940,20550,16780
2024-12-05,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16060,20710,16910
2024-12-06,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,19100,24630,20110
2024-12-07,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,21530,27760,22670
2024-12-08,0,7096,9741,354,708,425,1088,722,290,258,1774,1600,0,0,0
2024-12-09,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16560,21360,17430
2024-12-10,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16680,21520,17560
2024-12-11,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,15560,20070,16380
2024-12-12,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,15690,20230,16520
2024-12-13,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,18660,24060,19640
2024-12-14,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,21040,27130,22150
2024-12-15,0,7096,9741,354,708,425,1088,722,290,258,1774,1600,0,0,0
2024-12-16,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16190,20870,17040
2024-12-17,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16310,21030,17170
2024-12-18,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16440,21190,17300
2024-12-19,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16560,21360,17430
2024-12-20,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,19690,25390,20720
2024-12-21,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,20550,26490,21630
2024-12-22,0,7096,9741,354,708,425,1088,722,290,258,1774,1600,0,0,0
2024-12-23,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,15810,20390,16650
2024-12-24,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,15940,20550,16780
2024-12-25,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16060,20710,16910
2024-12-26,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,16190,20870,17040
2024-12-27,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,19250,24820,20260
2024-12-28,1,7096,9741,354,708,425,1088,722,290,258,1774,1600,21700,27980,22840
2024-12-29,0,7096,9741,354,708,425,1088,722,290,258,1774,1600,0,0,0
2024-12-30,0,7096,9741,354,708,425,1088,722,290,258,1774,1600,0,0,0
2024-12-31,0,7120,9770,380,720,450,1110,740,300,260,1780,1620,0,0,0
